Order_ID,Order_Date,Customer_Location,Customer_ID,Age,Occupation,Gender,Category_Name,Category_ID,Product_ID,Product_Name,Quantity_Sold,Material,Unit_Price ($),Total_Revenue ($),Eco_Certification,Manufacturing_Emission (kg CO2),Water_Usage (liters),Percentage_Recycled_Material (%),Carbon_Offset_Investment ($),Return_Status,Return_Reason,Customer_Feedback
ORD-010192,2023-09-26,"Canada, Victoria",CUST-10192,51,Air broker,Male,Shirt,CAT-01,SHI-5688,Shirt Classic,5,Hemp,60,300,GOTS,8.55,1306,40,0.43,Not Returned,,Excellent
ORD-010193,2023-10-09,"USA, Berkeley",CUST-10193,42,"Teacher, special educational needs",Female,Bag,CAT-06,BA-3886,Bag Style,2,Organic Cotton,95,190,OEKO-TEX,4.9,1881,94,0.25,Not Returned,,Excellent
ORD-010194,2024-07-25,"Germany, Freiburg",CUST-10194,25,Public relations officer,Female,Bag,CAT-06,BA-2776,Bag Eco,1,Hemp,130,130,GOTS,7.71,2031,38,0.39,Not Returned,,Good
ORD-010195,2023-11-25,"Australia, Melbourne",CUST-10195,39,Hydrographic surveyor,Other,Dress,CAT-03,DR-3533,Dress Style,1,Recycled Polyester,110,110,OEKO-TEX,6.57,2690,55,0.33,Not Returned,,Good
ORD-010196,2023-10-23,"USA, Boulder",CUST-10196,42,Minerals surveyor,Female,Shirt,CAT-01,SHI-3888,Shirt Style,2,Recycled Polyester,50,100,B Corp,6.03,1607,59,0.3,Returned,Other,Excellent
ORD-010197,2024-08-15,"Canada, Vancouver",CUST-10197,41,Lexicographer,Male,Dress,CAT-03,DR-2478,Dress Style,3,Organic Cotton,110,330,Fair Trade,4.34,1346,17,0.22,Not Returned,,Good
ORD-010198,2024-10-29,"Netherlands, Amsterdam",CUST-10198,37,Clinical embryologist,Female,Jacket,CAT-04,JA-3519,Jacket Classic,2,Hemp,245,490,Fair Trade,4.79,577,16,0.24,Not Returned,,Excellent
ORD-010199,2024-08-04,"Sweden, Stockholm",CUST-10199,41,"Designer, interior/spatial",Female,Jacket,CAT-04,JA-5628,Jacket Style,5,Organic Cotton,215,1075,OEKO-TEX,12.35,2059,34,0.62,Not Returned,,Excellent
ORD-010200,2024-11-06,"Norway, Oslo",CUST-10200,24,"Engineer, communications",Male,Jacket,CAT-04,JA-9536,Jacket Classic,4,Organic Cotton,190,760,GOTS,5.74,1168,61,0.29,Not Returned,,Average
ORD-010201,2023-07-18,"Norway, Bergen",CUST-10201,33,Toxicologist,Male,Shoes,CAT-05,SHO-3381,Shoes Eco,5,Hemp,180,900,None,12.33,2892,35,0.62,Not Returned,,Excellent
ORD-010202,2023-06-12,"USA, Santa Cruz",CUST-10202,50,"Nurse, adult",Female,Jacket,CAT-04,JA-4112,Jacket Style,4,Bamboo,215,860,OEKO-TEX,4.16,2182,20,0.21,Not Returned,,Good
ORD-010203,2023-05-29,"New Zealand, Wellington",CUST-10203,27,Network engineer,Male,Bag,CAT-06,BA-1463,Bag Eco,1,Linen,105,105,GOTS,6.27,1767,76,0.31,Not Returned,,Good
ORD-010204,2024-08-13,"USA, Portland",CUST-10204,45,Race relations officer,Female,Bag,CAT-06,BA-4061,Bag Classic,1,Linen,105,105,B Corp,14.39,1711,77,0.72,Not Returned,,Poor
ORD-010205,2024-03-26,"Sweden, Stockholm",CUST-10205,48,"Producer, television/film/video",Female,Shoes,CAT-05,SHO-6469,Shoes Style,2,Recycled Polyester,135,270,GOTS,6.58,2148,49,0.33,Not Returned,,Good
ORD-010206,2024-03-28,"USA, Santa Cruz",CUST-10206,37,Fitness centre manager,Female,Shoes,CAT-05,SHO-2125,Shoes Eco,1,Linen,160,160,GOTS,7.17,2984,100,0.36,Returned,Other,Excellent
ORD-010207,2024-05-10,"Netherlands, Amsterdam",CUST-10207,39,Restaurant manager,Female,Shirt,CAT-01,SHI-4030,Shirt Style,5,Bamboo,50,250,None,4.25,956,60,0.21,Returned,Defective,Good
ORD-010208,2024-09-15,"USA, Burlington",CUST-10208,37,"Editor, commissioning",Other,Dress,CAT-03,DR-1810,Dress Green,4,Hemp,130,520,GOTS,5.97,2460,79,0.3,Not Returned,,Good
ORD-010209,2023-04-17,"Germany, Freiburg",CUST-10209,33,"Journalist, newspaper",Male,Jacket,CAT-04,JA-1832,Jacket Green,1,Organic Cotton,215,215,GOTS,7.93,2988,99,0.4,Not Returned,,Average
ORD-010210,2024-12-11,"Netherlands, Amsterdam",CUST-10210,52,"Psychologist, forensic",Male,Jacket,CAT-04,JA-4408,Jacket Eco,3,Hemp,255,765,GOTS,7.28,979,10,0.36,Returned,Wrong Size,Good
ORD-010211,2023-10-28,"Netherlands, Amsterdam",CUST-10211,30,Research scientist (life sciences),Female,Dress,CAT-03,DR-8614,Dress Style,2,Linen,140,280,OEKO-TEX,2.56,1281,46,0.13,Not Returned,,Poor
ORD-010212,2024-10-18,"Canada, Vancouver",CUST-10212,47,Secretary/administrator,Male,Shirt,CAT-01,SHI-2231,Shirt Style,1,Bamboo,50,50,OEKO-TEX,3.97,1342,28,0.2,Not Returned,,Good
ORD-010213,2025-01-06,"USA, Santa Cruz",CUST-10213,51,Consulting civil engineer,Female,Pants,CAT-02,PA-7893,Pants Green,3,Recycled Polyester,80,240,GOTS,13.63,2602,68,0.68,Not Returned,,Good
ORD-010214,2024-10-23,"USA, Burlington",CUST-10214,49,Operational investment banker,Female,Jacket,CAT-04,JA-4119,Jacket Style,5,Organic Cotton,195,975,OEKO-TEX,8.35,1588,29,0.42,Not Returned,,Good
ORD-010215,2023-10-16,"Norway, Oslo",CUST-10215,32,"Engineer, broadcasting (operations)",Female,Bag,CAT-06,BA-2615,Bag Style,4,Hemp,130,520,None,2.72,760,84,0.14,Not Returned,,Good
ORD-010216,2023-05-09,"Netherlands, Amsterdam",CUST-10216,53,"Engineer, civil (contracting)",Female,Bag,CAT-06,BA-4805,Bag Eco,3,Organic Cotton,110,330,Fair Trade,4.93,2086,65,0.25,Not Returned,,Average
ORD-010217,2024-03-25,"USA, Seattle",CUST-10217,46,"Production designer, theatre/television/film",Female,Jacket,CAT-04,JA-2746,Jacket Style,4,Bamboo,205,820,Fair Trade,3.9,1768,49,0.2,Not Returned,,Average
ORD-010218,2023-05-25,"Norway, Oslo",CUST-10218,43,Dentist,Other,Jacket,CAT-04,JA-2385,Jacket Eco,2,Linen,230,460,GOTS,5.68,1494,40,0.28,Not Returned,,Good
ORD-010219,2023-10-14,"USA, Boulder",CUST-10219,35,Drilling engineer,Other,Pants,CAT-02,PA-9945,Pants Eco,5,Hemp,90,450,Fair Trade,14.18,907,31,0.71,Returned,Wrong Size,Good
ORD-010220,2023-06-11,"USA, Berkeley",CUST-10220,51,"Secretary, company",Male,Jacket,CAT-04,JA-7617,Jacket Style,4,Linen,245,980,B Corp,7.72,835,69,0.39,Not Returned,,Good
ORD-010221,2023-11-13,"Netherlands, Amsterdam",CUST-10221,54,Research scientist (physical sciences),Male,Jacket,CAT-04,JA-4942,Jacket Classic,5,Recycled Polyester,210,1050,GOTS,8.27,1100,82,0.41,Not Returned,,Average
ORD-010222,2023-06-29,"Canada, Victoria",CUST-10222,22,Newspaper journalist,Female,Jacket,CAT-04,JA-7827,Jacket Classic,4,Bamboo,215,860,None,3.53,713,39,0.18,Not Returned,,Excellent
ORD-010223,2025-01-20,"Australia, Melbourne",CUST-10223,55,Advertising account planner,Female,Shirt,CAT-01,SHI-3113,Shirt Eco,4,Linen,55,220,B Corp,5.28,1933,67,0.26,Returned,Not as Expected,Good
ORD-010224,2023-12-11,"USA, Portland",CUST-10224,27,Purchasing manager,Male,Jacket,CAT-04,JA-5188,Jacket Classic,4,Linen,225,900,OEKO-TEX,10.93,960,11,0.55,Not Returned,,Average
ORD-010225,2024-11-08,"Germany, Berlin",CUST-10225,21,Animal technologist,Female,Shirt,CAT-01,SHI-2987,Shirt Style,5,Organic Cotton,50,250,None,14.47,1716,26,0.72,Not Returned,,Average
ORD-010226,2024-06-09,"USA, Boulder",CUST-10226,45,"Accountant, chartered public finance",Female,Dress,CAT-03,DR-9122,Dress Eco,1,Recycled Polyester,120,120,B Corp,11.23,725,66,0.56,Returned,Wrong Size,Excellent
ORD-010227,2023-06-27,"Canada, Victoria",CUST-10227,48,Chiropractor,Female,Jacket,CAT-04,JA-9526,Jacket Green,5,Hemp,225,1125,GOTS,5.7,1048,100,0.29,Not Returned,,Excellent
ORD-010228,2024-12-30,"Canada, Vancouver",CUST-10228,21,Neurosurgeon,Female,Jacket,CAT-04,JA-3062,Jacket Style,3,Organic Cotton,200,600,Fair Trade,7.87,1774,47,0.39,Not Returned,,Excellent
ORD-010229,2024-07-06,"Netherlands, Amsterdam",CUST-10229,44,Occupational therapist,Female,Bag,CAT-06,BA-7936,Bag Style,5,Recycled Polyester,95,475,Fair Trade,6.79,2526,95,0.34,Not Returned,,Good
ORD-010230,2024-10-16,"Sweden, Stockholm",CUST-10230,21,Marine scientist,Female,Dress,CAT-03,DR-6340,Dress Eco,3,Linen,120,360,GOTS,9.25,2769,46,0.46,Not Returned,,Excellent
ORD-010231,2024-08-11,"USA, San Francisco",CUST-10231,52,Osteopath,Female,Dress,CAT-03,DR-3416,Dress Style,3,Organic Cotton,130,390,Fair Trade,8.26,1339,30,0.41,Returned,Not as Expected,Excellent
ORD-010232,2025-01-24,"USA, San Francisco",CUST-10232,41,Air broker,Female,Bag,CAT-06,BA-3144,Bag Style,5,Bamboo,100,500,None,11.4,937,63,0.57,Not Returned,,Average
ORD-010233,2024-06-07,"Netherlands, Amsterdam",CUST-10233,20,"Solicitor, Scotland",Male,Dress,CAT-03,DR-5580,Dress Eco,5,Bamboo,135,675,OEKO-TEX,8.94,1036,17,0.45,Not Returned,,Average
ORD-010234,2023-07-23,"USA, Santa Cruz",CUST-10234,26,Tourism officer,Female,Pants,CAT-02,PA-9372,Pants Classic,2,Organic Cotton,90,180,Fair Trade,10.56,529,27,0.53,Not Returned,,Average
ORD-010235,2024-01-04,"Norway, Bergen",CUST-10235,48,Barrister,Female,Dress,CAT-03,DR-5814,Dress Style,5,Linen,130,650,GOTS,8.28,1944,20,0.41,Not Returned,,Excellent
ORD-010236,2024-09-24,"Netherlands, Amsterdam",CUST-10236,38,Cytogeneticist,Male,Shoes,CAT-05,SHO-2516,Shoes Classic,1,Linen,185,185,GOTS,2.13,622,17,0.11,Not Returned,,Excellent
ORD-010237,2025-01-02,"USA, Santa Cruz",CUST-10237,53,Exhibition designer,Male,Jacket,CAT-04,JA-7833,Jacket Classic,3,Linen,215,645,None,2.88,1686,46,0.14,Not Returned,,Excellent
ORD-010238,2024-05-16,"USA, Burlington",CUST-10238,55,Museum/gallery conservator,Male,Jacket,CAT-04,JA-4087,Jacket Eco,1,Recycled Polyester,185,185,B Corp,3.64,1218,24,0.18,Not Returned,,Excellent
ORD-010239,2024-03-19,"USA, Santa Cruz",CUST-10239,26,"Therapist, sports",Female,Dress,CAT-03,DR-2960,Dress Classic,1,Bamboo,125,125,B Corp,12.95,1863,45,0.65,Not Returned,,Average
ORD-010240,2024-04-16,"Germany, Freiburg",CUST-10240,21,"Editor, magazine features",Female,Bag,CAT-06,BA-4328,Bag Eco,4,Organic Cotton,100,400,GOTS,10.04,776,40,0.5,Not Returned,,Poor
ORD-010241,2024-01-20,"USA, Boulder",CUST-10241,25,Volunteer coordinator,Female,Jacket,CAT-04,JA-3307,Jacket Green,4,Bamboo,200,800,GOTS,2.36,1973,94,0.12,Not Returned,,Good
ORD-010242,2023-06-21,"Canada, Victoria",CUST-10242,23,Television production assistant,Male,Shirt,CAT-01,SHI-2519,Shirt Style,4,Hemp,55,220,Fair Trade,3.15,606,39,0.16,Not Returned,,Good
ORD-010243,2023-07-01,"Canada, Victoria",CUST-10243,40,Farm manager,Male,Pants,CAT-02,PA-2535,Pants Style,5,Linen,85,425,B Corp,2.2,2406,75,0.11,Not Returned,,Average
ORD-010244,2024-05-18,"Germany, Berlin",CUST-10244,30,Learning mentor,Male,Shoes,CAT-05,SHO-6702,Shoes Classic,3,Recycled Polyester,130,390,None,4.35,1689,60,0.22,Not Returned,,Excellent
ORD-010245,2024-04-03,"USA, San Francisco",CUST-10245,52,Public relations officer,Female,Shirt,CAT-01,SHI-2770,Shirt Style,3,Linen,50,150,GOTS,8.02,936,19,0.4,Not Returned,,Excellent
ORD-010246,2025-01-02,"USA, Berkeley",CUST-10246,34,"Clinical scientist, histocompatibility and immunogenetics",Female,Jacket,CAT-04,JA-3508,Jacket Style,1,Bamboo,210,210,GOTS,12.57,822,18,0.63,Not Returned,,Excellent
ORD-010247,2023-08-08,"USA, Santa Cruz",CUST-10247,38,Therapeutic radiographer,Female,Bag,CAT-06,BA-1309,Bag Classic,5,Recycled Polyester,90,450,B Corp,2.84,2878,18,0.14,Not Returned,,Good
ORD-010248,2023-05-25,"Sweden, Stockholm",CUST-10248,51,Probation officer,Male,Pants,CAT-02,PA-3422,Pants Green,2,Bamboo,95,190,None,6.98,1502,20,0.35,Not Returned,,Good
ORD-010249,2025-03-14,"Germany, Berlin",CUST-10249,31,Health and safety inspector,Male,Jacket,CAT-04,JA-5896,Jacket Green,2,Hemp,225,450,Fair Trade,10.24,1181,49,0.51,Not Returned,,Excellent
ORD-010250,2023-06-10,"Australia, Melbourne",CUST-10250,22,"Engineer, civil (consulting)",Female,Jacket,CAT-04,JA-6920,Jacket Green,4,Bamboo,230,920,GOTS,14.64,2880,75,0.73,Not Returned,,Excellent
ORD-010251,2024-06-10,"Sweden, Stockholm",CUST-10251,52,Archaeologist,Female,Dress,CAT-03,DR-8404,Dress Classic,4,Hemp,150,600,GOTS,8.44,900,17,0.42,Returned,Not as Expected,Good
ORD-010252,2023-05-13,"Sweden, Stockholm",CUST-10252,29,"Designer, television/film set",Female,Dress,CAT-03,DR-5870,Dress Green,2,Recycled Polyester,115,230,B Corp,5.17,769,57,0.26,Returned,Wrong Size,Good
ORD-010253,2024-04-06,"Australia, Melbourne",CUST-10253,53,IT sales professional,Female,Shoes,CAT-05,SHO-6646,Shoes Green,3,Linen,165,495,Fair Trade,10.29,2016,49,0.51,Not Returned,,Average
ORD-010254,2024-09-24,"Australia, Melbourne",CUST-10254,42,Newspaper journalist,Male,Jacket,CAT-04,JA-1279,Jacket Style,4,Organic Cotton,190,760,GOTS,6.24,1556,73,0.31,Not Returned,,Poor
ORD-010255,2023-09-28,"USA, Santa Cruz",CUST-10255,29,"Biochemist, clinical",Male,Dress,CAT-03,DR-6773,Dress Green,4,Recycled Polyester,105,420,OEKO-TEX,9.74,2127,42,0.49,Not Returned,,Good
ORD-010256,2023-06-14,"Sweden, Stockholm",CUST-10256,51,"Pharmacist, community",Male,Jacket,CAT-04,JA-9067,Jacket Eco,1,Linen,240,240,GOTS,7.55,772,62,0.38,Not Returned,,Average
ORD-010257,2023-09-03,"USA, Portland",CUST-10257,35,Sports development officer,Other,Shoes,CAT-05,SHO-1189,Shoes Classic,5,Hemp,180,900,B Corp,6.72,1544,54,0.34,Not Returned,,Poor
ORD-010258,2024-09-20,"Netherlands, Amsterdam",CUST-10258,45,Commercial/residential surveyor,Male,Dress,CAT-03,DR-8950,Dress Style,4,Organic Cotton,115,460,GOTS,9.67,1754,12,0.48,Not Returned,,Average
ORD-010259,2024-12-22,"Netherlands, Amsterdam",CUST-10259,21,Tax adviser,Male,Dress,CAT-03,DR-8681,Dress Green,3,Hemp,145,435,Fair Trade,6.36,1982,34,0.32,Not Returned,,Excellent
ORD-010260,2023-07-19,"Norway, Bergen",CUST-10260,45,Careers adviser,Female,Jacket,CAT-04,JA-1159,Jacket Style,2,Bamboo,235,470,Fair Trade,14.15,2049,36,0.71,Not Returned,,Average
ORD-010261,2023-11-04,"USA, Seattle",CUST-10261,52,Drilling engineer,Male,Dress,CAT-03,DR-6898,Dress Eco,1,Linen,125,125,GOTS,8.0,1307,16,0.4,Not Returned,,Good
ORD-010262,2025-03-15,"USA, Santa Cruz",CUST-10262,34,Health and safety inspector,Female,Pants,CAT-02,PA-7176,Pants Style,5,Recycled Polyester,80,400,Fair Trade,11.49,1956,87,0.57,Not Returned,,Average
ORD-010263,2024-04-13,"USA, Boulder",CUST-10263,23,"Scientist, water quality",Male,Shirt,CAT-01,SHI-8426,Shirt Eco,1,Bamboo,50,50,Fair Trade,5.16,668,26,0.26,Not Returned,,Excellent
ORD-010264,2023-07-17,"Canada, Vancouver",CUST-10264,33,Herbalist,Female,Shoes,CAT-05,SHO-5857,Shoes Style,4,Linen,155,620,OEKO-TEX,5.3,2522,67,0.27,Not Returned,,Good
ORD-010265,2024-10-13,"Canada, Victoria",CUST-10265,20,Mudlogger,Female,Shirt,CAT-01,SHI-5729,Shirt Classic,4,Linen,55,220,Fair Trade,13.49,2594,78,0.67,Not Returned,,Good
ORD-010266,2024-12-16,"USA, Portland",CUST-10266,36,"Designer, industrial/product",Male,Dress,CAT-03,DR-1456,Dress Eco,4,Linen,125,500,Fair Trade,5.29,2058,41,0.26,Returned,Defective,Excellent
ORD-010267,2025-01-18,"USA, Portland",CUST-10267,39,"Engineer, electronics",Male,Dress,CAT-03,DR-4073,Dress Eco,4,Bamboo,125,500,Fair Trade,9.61,2772,23,0.48,Not Returned,,Excellent
ORD-010268,2023-07-19,"USA, Santa Cruz",CUST-10268,28,Telecommunications researcher,Female,Jacket,CAT-04,JA-5585,Jacket Style,5,Hemp,265,1325,GOTS,3.5,2752,26,0.18,Not Returned,,Good
ORD-010269,2023-06-12,"USA, Portland",CUST-10269,25,Museum education officer,Male,Bag,CAT-06,BA-4551,Bag Eco,2,Hemp,130,260,Fair Trade,10.22,1424,59,0.51,Not Returned,,Good
ORD-010270,2024-06-12,"USA, Burlington",CUST-10270,33,Corporate treasurer,Male,Shirt,CAT-01,SHI-4459,Shirt Style,1,Bamboo,55,55,OEKO-TEX,9.3,1843,20,0.47,Not Returned,,Excellent
ORD-010271,2025-03-17,"USA, Berkeley",CUST-10271,21,Marine scientist,Male,Shirt,CAT-01,SHI-8100,Shirt Classic,3,Linen,50,150,OEKO-TEX,11.86,2451,53,0.59,Not Returned,,Excellent
ORD-010272,2024-06-13,"Norway, Bergen",CUST-10272,40,Building services engineer,Male,Shirt,CAT-01,SHI-1960,Shirt Classic,2,Linen,50,100,B Corp,3.99,2472,48,0.2,Not Returned,,Good
ORD-010273,2024-12-03,"Germany, Berlin",CUST-10273,25,Metallurgist,Male,Pants,CAT-02,PA-4917,Pants Green,2,Linen,90,180,OEKO-TEX,5.65,2380,81,0.28,Not Returned,,Good
ORD-010274,2023-08-04,"USA, Berkeley",CUST-10274,52,Environmental education officer,Female,Dress,CAT-03,DR-5730,Dress Classic,2,Bamboo,120,240,OEKO-TEX,11.06,1018,100,0.55,Not Returned,,Good
ORD-010275,2024-06-01,"USA, Santa Cruz",CUST-10275,27,Secretary/administrator,Female,Jacket,CAT-04,JA-1437,Jacket Eco,2,Hemp,240,480,OEKO-TEX,7.05,2473,93,0.35,Not Returned,,Average
ORD-010276,2023-11-27,"Germany, Freiburg",CUST-10276,39,Industrial buyer,Female,Bag,CAT-06,BA-3635,Bag Eco,3,Organic Cotton,105,315,None,13.82,2268,91,0.69,Returned,Wrong Size,Good
ORD-010277,2024-12-03,"USA, Seattle",CUST-10277,37,"Development worker, community",Female,Shirt,CAT-01,SHI-8223,Shirt Green,3,Organic Cotton,55,165,GOTS,3.31,1117,86,0.17,Not Returned,,Good
ORD-010278,2025-01-14,"Canada, Victoria",CUST-10278,50,Medical technical officer,Female,Bag,CAT-06,BA-4403,Bag Classic,3,Recycled Polyester,90,270,GOTS,9.97,503,87,0.5,Not Returned,,Excellent
ORD-010279,2025-03-31,"Canada, Victoria",CUST-10279,23,"Surveyor, land/geomatics",Male,Jacket,CAT-04,JA-4606,Jacket Style,5,Recycled Polyester,185,925,GOTS,4.56,2013,20,0.23,Not Returned,,Average
ORD-010280,2024-08-14,"USA, Santa Cruz",CUST-10280,28,Statistician,Female,Dress,CAT-03,DR-8993,Dress Eco,3,Linen,140,420,GOTS,6.78,1018,32,0.34,Not Returned,,Excellent
ORD-010281,2025-02-19,"Germany, Freiburg",CUST-10281,24,"Surveyor, rural practice",Male,Shoes,CAT-05,SHO-7209,Shoes Style,5,Bamboo,155,775,GOTS,2.08,1066,69,0.1,Not Returned,,Poor
ORD-010282,2024-05-02,"Sweden, Stockholm",CUST-10282,47,"Engineer, site",Other,Shirt,CAT-01,SHI-1500,Shirt Green,3,Hemp,60,180,GOTS,2.07,590,46,0.1,Not Returned,,Excellent
ORD-010283,2023-09-23,"Netherlands, Amsterdam",CUST-10283,29,Retail buyer,Female,Bag,CAT-06,BA-2027,Bag Classic,3,Hemp,125,375,GOTS,13.81,2474,73,0.69,Not Returned,,Good
ORD-010284,2024-06-04,"USA, Portland",CUST-10284,52,"Education officer, museum",Male,Jacket,CAT-04,JA-2391,Jacket Eco,1,Linen,210,210,OEKO-TEX,2.02,736,88,0.1,Not Returned,,Good
ORD-010285,2025-03-15,"USA, Seattle",CUST-10285,37,Barista,Female,Shoes,CAT-05,SHO-4610,Shoes Green,1,Organic Cotton,170,170,None,8.22,1588,74,0.41,Not Returned,,Excellent
ORD-010286,2024-03-05,"Norway, Bergen",CUST-10286,30,Financial risk analyst,Other,Pants,CAT-02,PA-6609,Pants Eco,2,Recycled Polyester,70,140,GOTS,9.77,935,99,0.49,Not Returned,,Good
ORD-010287,2024-07-30,"USA, Berkeley",CUST-10287,55,Occupational hygienist,Male,Shoes,CAT-05,SHO-3482,Shoes Style,1,Linen,180,180,Fair Trade,3.39,1381,48,0.17,Not Returned,,Good
ORD-010288,2024-09-28,"Germany, Freiburg",CUST-10288,37,"Engineer, petroleum",Female,Bag,CAT-06,BA-1427,Bag Style,4,Bamboo,110,440,GOTS,2.62,729,71,0.13,Returned,Other,Average
ORD-010289,2023-05-30,"Canada, Victoria",CUST-10289,32,Diagnostic radiographer,Other,Dress,CAT-03,DR-5186,Dress Green,1,Recycled Polyester,105,105,GOTS,3.83,1264,46,0.19,Not Returned,,Excellent
ORD-010290,2023-07-23,"Australia, Melbourne",CUST-10290,26,"Engineer, maintenance (IT)",Female,Jacket,CAT-04,JA-3128,Jacket Eco,1,Organic Cotton,225,225,Fair Trade,14.71,2481,25,0.74,Not Returned,,Excellent
ORD-010291,2024-10-13,"USA, San Francisco",CUST-10291,24,Ergonomist,Female,Jacket,CAT-04,JA-7944,Jacket Green,2,Bamboo,215,430,OEKO-TEX,5.73,2739,11,0.29,Not Returned,,Good
ORD-010292,2023-12-07,"Sweden, Stockholm",CUST-10292,40,Higher education careers adviser,Male,Pants,CAT-02,PA-2946,Pants Green,3,Organic Cotton,80,240,GOTS,3.04,1020,66,0.15,Not Returned,,Excellent
ORD-010293,2024-03-06,"Germany, Berlin",CUST-10293,32,Artist,Male,Shoes,CAT-05,SHO-9154,Shoes Green,3,Organic Cotton,160,480,B Corp,2.9,2153,63,0.14,Returned,Defective,Good
ORD-010294,2025-02-23,"Sweden, Stockholm",CUST-10294,52,Community education officer,Female,Shoes,CAT-05,SHO-9077,Shoes Green,1,Organic Cotton,155,155,GOTS,10.29,2044,86,0.51,Not Returned,,Good
ORD-010295,2024-12-17,"USA, Berkeley",CUST-10295,28,Technical brewer,Male,Dress,CAT-03,DR-7309,Dress Classic,5,Bamboo,140,700,GOTS,7.04,1288,13,0.35,Not Returned,,Good
ORD-010296,2023-09-03,"Germany, Berlin",CUST-10296,53,Accommodation manager,Female,Shirt,CAT-01,SHI-3578,Shirt Green,5,Linen,55,275,OEKO-TEX,4.76,1564,11,0.24,Returned,Defective,Excellent
ORD-010297,2024-05-09,"Canada, Victoria",CUST-10297,42,Public relations officer,Other,Bag,CAT-06,BA-3767,Bag Style,5,Bamboo,105,525,B Corp,8.58,2663,68,0.43,Not Returned,,Excellent
ORD-010298,2024-05-01,"USA, Portland",CUST-10298,35,Gaffer,Male,Jacket,CAT-04,JA-5392,Jacket Style,3,Hemp,255,765,OEKO-TEX,11.53,793,75,0.58,Not Returned,,Good
ORD-010299,2024-04-13,"USA, Berkeley",CUST-10299,36,Travel agency manager,Female,Jacket,CAT-04,JA-8335,Jacket Eco,1,Recycled Polyester,200,200,None,7.0,839,43,0.35,Not Returned,,Average
ORD-010300,2025-03-18,"Netherlands, Amsterdam",CUST-10300,25,Geophysical data processor,Male,Dress,CAT-03,DR-4835,Dress Eco,1,Bamboo,120,120,None,3.9,933,34,0.2,Not Returned,,Good
ORD-010301,2023-04-25,"Germany, Freiburg",CUST-10301,34,Physiological scientist,Female,Jacket,CAT-04,JA-6375,Jacket Green,1,Organic Cotton,195,195,B Corp,4.71,1345,84,0.24,Not Returned,,Good
ORD-010302,2025-03-08,"Germany, Berlin",CUST-10302,49,Medical laboratory scientific officer,Male,Shoes,CAT-05,SHO-9163,Shoes Eco,5,Organic Cotton,145,725,B Corp,9.38,2129,72,0.47,Not Returned,,Average
ORD-010303,2024-08-31,"USA, San Francisco",CUST-10303,38,Operational investment banker,Male,Shoes,CAT-05,SHO-2166,Shoes Classic,5,Organic Cotton,155,775,OEKO-TEX,6.89,2188,39,0.34,Not Returned,,Excellent
ORD-010304,2024-09-29,"New Zealand, Wellington",CUST-10304,38,Medical secretary,Male,Shoes,CAT-05,SHO-2363,Shoes Green,3,Hemp,200,600,GOTS,5.55,2809,25,0.28,Not Returned,,Excellent
ORD-010305,2024-03-04,"USA, San Francisco",CUST-10305,33,"Engineer, broadcasting (operations)",Male,Pants,CAT-02,PA-4637,Pants Green,4,Organic Cotton,85,340,Fair Trade,13.52,2205,22,0.68,Not Returned,,Average
ORD-010306,2023-04-27,"Germany, Berlin",CUST-10306,34,Music tutor,Male,Shoes,CAT-05,SHO-5719,Shoes Green,1,Hemp,180,180,GOTS,13.28,1171,26,0.66,Not Returned,,Excellent
ORD-010307,2024-04-21,"USA, San Francisco",CUST-10307,35,"Administrator, education",Male,Jacket,CAT-04,JA-5161,Jacket Eco,4,Linen,230,920,B Corp,10.99,1672,67,0.55,Not Returned,,Excellent
ORD-010308,2024-11-08,"Norway, Bergen",CUST-10308,22,Historic buildings inspector/conservation officer,Female,Jacket,CAT-04,JA-2360,Jacket Eco,1,Organic Cotton,225,225,Fair Trade,3.47,2071,24,0.17,Not Returned,,Excellent
ORD-010309,2025-01-06,"Australia, Melbourne",CUST-10309,26,Haematologist,Male,Shoes,CAT-05,SHO-3343,Shoes Classic,4,Organic Cotton,160,640,Fair Trade,3.18,546,68,0.16,Not Returned,,Good
ORD-010310,2023-09-20,"Netherlands, Amsterdam",CUST-10310,36,"Designer, exhibition/display",Female,Shoes,CAT-05,SHO-8635,Shoes Style,5,Linen,150,750,GOTS,3.09,2556,52,0.15,Not Returned,,Good
ORD-010311,2023-05-17,"USA, San Francisco",CUST-10311,26,Audiological scientist,Male,Pants,CAT-02,PA-7831,Pants Eco,5,Linen,90,450,GOTS,2.24,1582,19,0.11,Returned,Other,Excellent
ORD-010312,2024-04-14,"USA, Portland",CUST-10312,54,"Nurse, children's",Female,Dress,CAT-03,DR-6185,Dress Eco,5,Bamboo,115,575,OEKO-TEX,7.78,724,70,0.39,Not Returned,,Excellent
ORD-010313,2024-11-16,"USA, Berkeley",CUST-10313,22,Insurance risk surveyor,Male,Shirt,CAT-01,SHI-5721,Shirt Green,4,Hemp,60,240,GOTS,4.42,2083,43,0.22,Not Returned,,Good
ORD-010314,2024-05-08,"Canada, Victoria",CUST-10314,50,Charity officer,Female,Dress,CAT-03,DR-6269,Dress Eco,3,Linen,125,375,Fair Trade,3.84,2374,11,0.19,Not Returned,,Average
ORD-010315,2024-08-31,"USA, Boulder",CUST-10315,40,"Psychologist, counselling",Female,Shirt,CAT-01,SHI-2094,Shirt Classic,1,Hemp,65,65,B Corp,2.98,1662,67,0.15,Not Returned,,Good
